Date
"1,01,2015"
"1,02,2015"
"1,03,2015"
"1,04,2015"
"1,05,2015"
"1,06,2015"
"1,07,2015"
"1,08,2015"
"1,09,2015"
"1,10,2015"
"1,11,2015"
"1,12,2015"
"1,13,2015"
"1,14,2015"
"1,15,2015"
"1,16,2015"
"1,17,2015"
"1,18,2015"
"1,19,2015"
"1,20,2015"
"1,21,2015"
"1,22,2015"
"1,23,2015"
"1,24,2015"
"1,25,2015"
"1,26,2015"
"1,27,2015"
"1,28,2015"
"1,29,2015"
"1,30,2015"
"1,31,2015"
"2,01,2015"
"2,02,2015"
"2,03,2015"
"2,04,2015"
"2,05,2015"
"2,06,2015"
"2,07,2015"
"2,08,2015"
"2,09,2015"
"2,10,2015"
"2,11,2015"
"2,12,2015"
"2,13,2015"
"2,14,2015"
"2,15,2015"
"2,16,2015"
"2,17,2015"
"2,18,2015"
"2,19,2015"
"2,20,2015"
"2,21,2015"
"2,22,2015"
"2,23,2015"
"2,24,2015"
"2,25,2015"
"2,26,2015"
"2,27,2015"
"2,28,2015"
"3,01,2015"
"3,02,2015"
"3,03,2015"
"3,04,2015"
"3,05,2015"
"3,06,2015"
"3,07,2015"
"3,08,2015"
"3,09,2015"
"3,10,2015"
"3,11,2015"
"3,12,2015"
"3,13,2015"
"3,14,2015"
"3,15,2015"
"3,16,2015"
"3,17,2015"
"3,18,2015"
"3,19,2015"
"3,20,2015"
"3,21,2015"
"3,22,2015"
"3,23,2015"
"3,24,2015"
"3,25,2015"
"3,26,2015"
"3,27,2015"
"3,28,2015"
"3,29,2015"
"3,30,2015"
"3,31,2015"
"4,01,2015"
"4,02,2015"
"4,03,2015"
"4,04,2015"
"4,05,2015"
"4,06,2015"
"4,07,2015"
"4,08,2015"
"4,09,2015"
"4,10,2015"
"4,11,2015"
"4,12,2015"
"4,13,2015"
"4,14,2015"
"4,15,2015"
"4,16,2015"
"4,17,2015"
"4,18,2015"
"4,19,2015"
"4,20,2015"
"4,21,2015"
"4,22,2015"
"4,23,2015"
"4,24,2015"
"4,25,2015"
"4,26,2015"
"4,27,2015"
"4,28,2015"
"4,29,2015"
"4,30,2015"
"5,01,2015"
"5,02,2015"
"5,03,2015"
"5,04,2015"
"5,05,2015"
"5,06,2015"
"5,07,2015"
"5,08,2015"
"5,09,2015"
"5,10,2015"
"5,11,2015"
"5,12,2015"
"5,13,2015"
"5,14,2015"
"5,15,2015"
"5,16,2015"
"5,17,2015"
"5,18,2015"
"5,19,2015"
"5,20,2015"
"5,21,2015"
"5,22,2015"
"5,23,2015"
"5,24,2015"
"5,25,2015"
"5,26,2015"
"5,27,2015"
"5,28,2015"
"5,29,2015"
